Date,Open,High,Low,Close,Adj Close,Volume
2016-08-15,45.203999,45.900002,44.986000,45.118000,45.118000,10171500
2016-08-16,45.098000,45.438000,44.681999,44.722000,44.722000,11335500
2016-08-17,44.866001,44.966000,44.560001,44.647999,44.647999,8935500
2016-08-18,44.764000,45.132000,44.458000,44.702000,44.702000,8572500
2016-08-19,44.708000,45.034000,44.506001,45.000000,45.000000,8297500
2016-08-22,44.834000,45.021999,44.535999,44.585999,44.585999,10327500
2016-08-23,44.863998,45.698002,44.560001,44.967999,44.967999,23922000
2016-08-24,45.410000,45.430000,44.444000,44.523998,44.523998,12853500
2016-08-25,44.622002,44.759998,44.153999,44.192001,44.192001,8812500
2016-08-26,44.428001,44.571999,43.764000,43.998001,43.998001,11195000
2016-08-29,44.029999,44.080002,43.000000,43.040001,43.040001,16331500
2016-08-30,43.222000,43.222000,42.104000,42.268002,42.268002,15844500
2016-08-31,42.085999,42.520000,41.730000,42.402000,42.402000,16382500
2016-09-01,41.801998,42.220001,40.099998,40.153999,40.153999,39715500
2016-09-02,40.466000,40.639999,39.240002,39.556000,39.556000,29887000
2016-09-06,39.804001,40.650002,39.799999,40.566002,40.566002,21953000
2016-09-07,41.099998,41.299999,40.141998,40.341999,40.341999,18204500
2016-09-08,39.910000,39.978001,39.271999,39.472000,39.472000,16889500
2016-09-09,39.818001,39.984001,38.740002,38.894001,38.894001,18785000
2016-09-12,39.000000,40.273998,38.820000,39.660000,39.660000,18576000
2016-09-13,39.411999,39.698002,38.689999,39.209999,39.209999,17947000
2016-09-14,39.150002,39.584000,38.972000,39.282001,39.282001,11272500
2016-09-15,39.298000,40.504002,39.279999,40.084000,40.084000,15386000
2016-09-16,40.084000,41.139999,39.799999,41.080002,41.080002,15539000
2016-09-19,41.400002,41.886002,41.000000,41.268002,41.268002,11497500
2016-09-20,41.369999,41.549999,40.782001,40.928001,40.928001,12052500
2016-09-21,41.273998,41.400002,40.312000,41.043999,41.043999,13167500
2016-09-22,41.279999,41.456001,40.599998,41.285999,41.285999,11914500
2016-09-23,41.198002,42.035999,41.133999,41.490002,41.490002,14526000
2016-09-26,41.299999,42.200001,41.299999,41.798000,41.798000,11972000
2016-09-27,41.930000,41.995998,40.922001,41.161999,41.161999,16866000
2016-09-28,41.501999,41.650002,41.051998,41.254002,41.254002,10442000
2016-09-29,41.119999,41.466000,40.116001,40.139999,40.139999,13635000
2016-09-30,40.442001,40.995998,39.910000,40.806000,40.806000,12931500
2016-10-03,42.459999,43.133999,41.650002,42.740002,42.740002,29999500
2016-10-04,42.619999,42.664001,41.764000,42.282001,42.282001,17707500
2016-10-05,42.448002,42.630001,41.624001,41.692001,41.692001,9387500
2016-10-06,40.492001,40.841999,40.042000,40.200001,40.200001,23517000
2016-10-07,40.200001,40.264000,39.160000,39.321999,39.321999,17465000
2016-10-10,40.270000,40.827999,39.931999,40.189999,40.189999,16581500
2016-10-11,40.369999,40.439999,39.661999,40.020000,40.020000,11642000
2016-10-12,40.189999,40.776001,40.084000,40.301998,40.301998,9853500
2016-10-13,40.099998,40.180000,39.410000,40.048000,40.048000,12473000
2016-10-14,40.132000,40.285999,39.259998,39.301998,39.301998,21349500
2016-10-17,39.410000,39.678001,38.400002,38.792000,38.792000,22770500
2016-10-18,39.198002,39.894001,38.652000,39.820000,39.820000,28402500
2016-10-19,39.948002,41.332001,39.612000,40.712002,40.712002,34956000
2016-10-20,40.424000,40.599998,39.410000,39.820000,39.820000,25364500
2016-10-21,39.720001,40.313999,39.481998,40.018002,40.018002,14717000
2016-10-24,40.200001,40.790001,40.049999,40.551998,40.551998,13758000
2016-10-25,40.580002,40.938000,40.240002,40.467999,40.467999,12225000
2016-10-26,40.200001,40.638000,40.020000,40.448002,40.448002,28164000
2016-10-27,42.268002,42.740002,40.330002,40.801998,40.801998,65468500
2016-10-28,40.799999,41.063999,39.966000,39.993999,39.993999,21400500
2016-10-31,40.498001,40.498001,39.161999,39.546001,39.546001,23461500
2016-11-01,39.608002,39.700001,37.622002,38.158001,38.158001,35300000
2016-11-02,38.009998,38.540001,37.501999,37.604000,37.604000,21267000
2016-11-03,37.799999,38.293999,37.408001,37.484001,37.484001,13265000
2016-11-04,37.799999,38.692001,37.192001,38.112000,38.112000,25730000
2016-11-07,38.717999,38.858002,38.009998,38.641998,38.641998,19350500
2016-11-08,38.757999,39.498001,38.251999,38.987999,38.987999,16338000
2016-11-09,37.375999,38.400002,36.790001,38.012001,38.012001,40865500
2016-11-10,38.209999,38.321999,36.084000,37.070000,37.070000,33751500
2016-11-11,36.848000,37.776001,36.599998,37.712002,37.712002,19942500
2016-11-14,37.599998,37.650002,35.638000,36.290001,36.290001,32761000
2016-11-15,36.556000,37.285999,36.410000,36.754002,36.754002,19510000
2016-11-16,36.529999,36.945999,36.242001,36.785999,36.785999,17172000
2016-11-17,36.698002,37.897999,36.422001,37.731998,37.731998,24435500
2016-11-18,38.130001,38.599998,37.000000,37.004002,37.004002,26051500
2016-11-21,37.007999,37.778000,36.882000,36.903999,36.903999,21805000
2016-11-22,37.167999,38.293999,36.742001,38.234001,38.234001,28017000
2016-11-23,38.122002,39.127998,37.799999,38.627998,38.627998,24459500
2016-11-25,38.728001,39.448002,38.728001,39.330002,39.330002,11830500
2016-11-28,39.096001,39.869999,38.910000,39.223999,39.223999,22646000
2016-11-29,39.112000,39.346001,37.900002,37.914001,37.914001,22196500
2016-11-30,38.200001,38.377998,37.500000,37.880001,37.880001,17735500
2016-12-01,37.650002,37.706001,36.200001,36.375999,36.375999,25632000
2016-12-02,36.576000,36.976002,36.000000,36.293999,36.293999,20211500
2016-12-05,36.501999,37.778000,36.501999,37.360001,37.360001,20361000
2016-12-06,37.104000,37.316002,36.535999,37.169998,37.169998,16958000
2016-12-07,37.230000,38.680000,37.000000,38.630001,38.630001,27309500
2016-12-08,38.410000,38.500000,37.908001,38.458000,38.458000,15970500
2016-12-09,38.174000,38.768002,38.161999,38.436001,38.436001,13612500
2016-12-12,38.560001,38.883999,38.236000,38.486000,38.486000,12194500
2016-12-13,38.636002,40.256001,38.599998,39.630001,39.630001,34119500
2016-12-14,39.748001,40.599998,39.352001,39.737999,39.737999,20754500
2016-12-15,39.681999,40.147999,39.478001,39.515999,39.515999,16098000
2016-12-16,39.616001,40.518002,39.520000,40.498001,40.498001,18984500
2016-12-19,40.498001,40.889999,39.967999,40.546001,40.546001,17440500
2016-12-20,40.610001,41.799999,40.500000,41.757999,41.757999,23445500
2016-12-21,41.689999,42.445999,41.481998,41.540001,41.540001,26038000
2016-12-22,41.644001,41.998001,41.299999,41.689999,41.689999,15555500
2016-12-23,41.599998,42.689999,41.542000,42.667999,42.667999,23352500
2016-12-27,42.976002,44.450001,42.883999,43.905998,43.905998,29578500
2016-12-28,44.306000,44.759998,43.439999,43.948002,43.948002,18912500
2016-12-29,43.712002,43.840000,42.824001,42.936001,42.936001,20225000
2016-12-30,43.259998,43.500000,42.335999,42.737999,42.737999,23213000
2017-01-03,42.972000,44.066002,42.192001,43.397999,43.397999,29616500
2017-01-04,42.950001,45.599998,42.862000,45.397999,45.397999,56067500
2017-01-05,45.284000,45.495998,44.389999,45.349998,45.349998,29558500
2017-01-06,45.386002,46.062000,45.090000,45.801998,45.801998,27639500
2017-01-09,45.793999,46.383999,45.599998,46.256001,46.256001,19897500
2017-01-10,46.400002,46.400002,45.377998,45.973999,45.973999,18300000
2017-01-11,45.813999,45.995998,45.335999,45.945999,45.945999,18254000
2017-01-12,45.812000,46.139999,45.116001,45.917999,45.917999,18951000
2017-01-13,46.000000,47.570000,45.917999,47.549999,47.549999,30465000
2017-01-17,47.340000,47.992001,46.874001,47.116001,47.116001,23087500
2017-01-18,47.330002,47.942001,47.116001,47.672001,47.672001,18845000
2017-01-19,49.450001,49.736000,48.150002,48.751999,48.751999,38661500
2017-01-20,49.091999,49.200001,48.602001,48.945999,48.945999,21021500
2017-01-23,49.169998,50.178001,49.099998,49.784000,49.784000,31314500
2017-01-24,50.000000,50.959999,49.930000,50.922001,50.922001,24827500
2017-01-25,51.462002,51.692001,50.360001,50.894001,50.894001,25713000
2017-01-26,50.858002,51.147999,50.150002,50.501999,50.501999,15760500
2017-01-27,50.276001,50.599998,49.703999,50.590000,50.590000,15831500
2017-01-30,50.506001,51.057999,49.419998,50.125999,50.125999,19005500
2017-01-31,49.848000,51.178001,49.540001,50.386002,50.386002,20580500
2017-02-01,50.610001,50.639999,49.810001,49.848000,49.848000,19794000
2017-02-02,49.667999,50.484001,49.542000,50.310001,50.310001,12499000
2017-02-03,50.382000,50.436001,49.936001,50.265999,50.265999,10933500
2017-02-06,50.200001,51.563999,50.125999,51.554001,51.554001,17812500
2017-02-07,51.638000,52.000000,51.284000,51.495998,51.495998,21224000
2017-02-08,51.470001,52.672001,51.240002,52.416000,52.416000,19665000
2017-02-09,53.250000,54.236000,53.230000,53.840000,53.840000,39101000
2017-02-10,53.958000,54.189999,53.222000,53.846001,53.846001,18098500
2017-02-13,54.147999,56.158001,54.102001,56.119999,56.119999,35148000
2017-02-14,55.806000,57.478001,55.722000,56.195999,56.195999,36726000
2017-02-15,56.000000,56.448002,55.287998,55.952000,55.952000,24739500
2017-02-16,55.520000,56.000000,53.700001,53.790001,53.790001,35386500
2017-02-17,53.160000,54.577999,52.830002,54.445999,54.445999,31285500
2017-02-21,55.090000,56.279999,54.801998,55.478001,55.478001,28383500
2017-02-22,56.062000,56.689999,54.520000,54.702000,54.702000,43775000
2017-02-23,52.799999,52.931999,51.112000,51.198002,51.198002,74576000
2017-02-24,50.532001,51.650002,50.040001,51.400002,51.400002,40858000
2017-02-27,49.633999,49.672001,48.402000,49.245998,49.245998,57304000
2017-02-28,48.838001,50.200001,48.779999,49.998001,49.998001,30390500
2017-03-01,50.835999,50.970001,49.821999,50.004002,50.004002,24047500
2017-03-02,49.942001,50.655998,49.653999,50.096001,50.096001,16759000
2017-03-03,50.147999,50.380001,49.799999,50.313999,50.313999,14597000
2017-03-06,49.582001,50.340000,49.501999,50.242001,50.242001,16777500
2017-03-07,50.383999,50.778000,49.664001,49.717999,49.717999,17297500
2017-03-08,49.400002,50.014000,49.063999,49.374001,49.374001,18626000
2017-03-09,49.526001,49.731998,48.599998,48.980000,48.980000,19396500
2017-03-10,49.242001,49.299999,48.599998,48.737999,48.737999,15331500
2017-03-13,48.964001,49.369999,48.556000,49.234001,49.234001,15113000
2017-03-14,49.222000,51.624001,49.203999,51.599998,51.599998,37992000
2017-03-15,51.400002,52.200001,50.854000,51.146000,51.146000,26654000
2017-03-16,52.480000,53.150002,51.812000,52.410000,52.410000,35661000
2017-03-17,52.799999,53.066002,52.240002,52.299999,52.299999,32487500
2017-03-20,52.119999,52.910000,51.764000,52.383999,52.383999,18071500
2017-03-21,52.566002,52.959999,50.048000,50.136002,50.136002,34543000
2017-03-22,50.312000,51.014000,50.102001,51.001999,51.001999,20296500
2017-03-23,51.077999,51.534000,50.660000,50.956001,50.956001,16601000
2017-03-24,51.139999,52.778000,51.001999,52.632000,52.632000,28236500
2017-03-27,52.119999,54.113998,51.950001,54.043999,54.043999,31154000
2017-03-28,55.403999,56.136002,55.000000,55.490002,55.490002,39938000
2017-03-29,55.667999,55.919998,55.108002,55.476002,55.476002,18381000
2017-03-30,55.608002,56.400002,55.442001,55.584000,55.584000,20742000
2017-03-31,55.745998,55.936001,55.264000,55.660000,55.660000,16473000
2017-04-03,57.380001,59.799999,56.916000,59.703999,59.703999,69443000
2017-04-04,59.377998,60.962002,58.905998,60.740002,60.740002,50673000
2017-04-05,60.408001,60.976002,58.840000,59.000000,59.000000,39404500
2017-04-06,59.375999,60.388000,58.820000,59.740002,59.740002,27603000
2017-04-07,59.500000,60.537998,59.430000,60.507999,60.507999,22898000
2017-04-10,61.830002,62.745998,61.742001,62.478001,62.478001,38322500
2017-04-11,62.675999,62.694000,61.099998,61.742001,61.742001,28623000
